,feature,class_label
34,"[-7.7880469e+02  1.1049791e+02 -8.6766851e-01  5.9392076e+00
  4.9489745e-01  1.1698062e+01 -6.0414367e+00  3.7542911e+00
 -3.3851202e+00  4.3376502e-02 -8.9742203e+00 -2.6992676e+00
 -5.1161175e+00 -5.1492062e+00 -6.5017891e+00 -5.0359664e+00
 -9.5974082e-01  3.2840712e+00 -3.6875560e+00  7.8952599e-01
 -6.7840767e-01 -1.9759858e+00 -4.9971228e+00 -9.9903566e-01
 -5.4589167e+00  1.3221117e+00 -4.9874077e+00 -2.0187082e+00
 -3.1183293e+00  4.3626982e-01 -1.1786660e+00  2.4751153e+00
 -2.3673325e+00  1.1271089e+00 -2.9634483e+00 -1.2092512e+00
 -2.0982015e+00  3.5830204e+00  2.1642819e-01  2.8558564e+00]",0
35,"[-7.8610455e+02  1.1407287e+02 -6.3837159e-01  9.4049412e-01
 -4.4665778e-01  9.0989981e+00 -4.5705934e+00  2.1969113e+00
 -1.8307227e+00  2.6872075e-01 -1.0652166e+01 -2.8795383e+00
 -3.0787392e+00 -3.8421714e+00 -4.8282356e+00 -2.0687220e+00
 -2.5762394e-01  3.6486845e+00 -2.0547061e+00  1.0545837e+00
 -4.0550489e+00 -1.5780796e+00 -3.8840845e+00  6.9622278e-01
 -3.5561106e+00  3.4291399e+00 -2.6606910e+00 -2.2057765e+00
 -4.3106246e+00 -5.8730203e-01 -1.5983857e+00  1.4485255e+00
 -4.7349467e+00 -3.1170478e-01 -2.8041830e+00 -1.7170326e+00
 -1.7089415e+00  3.1866312e+00 -1.4723686e+00  2.0759525e+00]",0
36,"[-7.7913147e+02  1.1527275e+02  7.1715258e-02  3.0957670e+00
  1.8603557e+00  1.3825645e+01 -2.2716808e+00  4.8410296e+00
 -2.2499912e+00 -7.5186598e-01 -1.0211961e+01 -1.1768688e+00
 -3.4980717e+00 -3.7667341e+00 -4.6778812e+00 -1.0211248e+00
  1.2869682e+00  3.0970116e+00 -3.8435414e+00  1.9028446e-01
 -1.2276269e+00 -1.1604381e-01 -3.1622255e+00 -4.1768777e-01
 -3.8166845e+00  4.1146965e+00 -2.1519146e+00 -1.3211584e+00
 -3.9895868e+00  5.6991798e-01 -9.2919931e-02  1.7893081e+00
 -4.6986270e+00  2.0925000e-01 -2.2995794e+00 -1.3853254e+00
 -2.6240554e+00  2.5788445e+00 -1.3320552e-01  3.7764885e+00]",0
37,"[-7.8955981e+02  1.1804969e+02  3.5425265e+00  2.1051636e+00
  2.3361062e-01  8.4476767e+00 -4.2726398e+00  2.6982610e+00
  2.3698853e-01 -1.2338020e+00 -7.9879718e+00 -5.1036925e-04
 -3.9419434e+00 -3.7500260e+00 -5.8528919e+00 -3.9904070e+00
 -2.9613001e+00  1.0935501e+00 -5.6332150e+00 -1.2594901e-01
 -1.9369109e+00 -7.3782605e-01 -4.0390873e+00 -2.4946292e-01
 -6.2714729e+00  9.5619667e-01 -2.5500538e+00 -1.2768474e+00
 -3.3992012e+00  2.3792392e-01 -1.6303822e+00  1.1166576e+00
 -6.2350521e+00 -6.0176170e-01 -2.6850657e+00 -2.5661337e+00
 -3.0877290e+00  1.1333606e+00 -2.3007524e+00  2.2893045e+00]",0
38,"[-7.90839722e+02  1.15679375e+02  2.67935991e+00  7.61812329e-01
 -3.69478613e-01  8.56307220e+00 -5.89959288e+00  2.34386659e+00
 -7.49337971e-01  1.10057808e-01 -9.71669483e+00 -1.35642087e+00
 -3.72755122e+00 -4.90894508e+00 -4.87216282e+00 -2.76280713e+00
 -4.76901263e-01  3.63583279e+00 -4.94633150e+00  1.07842135e+00
 -1.37941027e+00 -1.55806601e+00 -2.83751726e+00  9.70916510e-01
 -4.24478626e+00  3.30545664e+00 -2.98707771e+00 -1.59413731e+00
 -3.56411719e+00  5.23696005e-01 -1.41611350e+00  1.47856331e+00
 -4.99827957e+00  3.69739056e-01 -3.26585293e+00 -2.68765831e+00
 -1.92270446e+00  1.64915287e+00 -1.40863490e+00  3.49750948e+00]",0
39,"[-7.9871698e+02  1.1187429e+02  2.2704039e+00  1.3971882e+00
  2.1829979e+00  9.2276344e+00 -3.9961398e+00  2.7979295e+00
 -1.2987106e+00 -2.9638834e+00 -1.0694738e+01 -2.0202696e+00
 -4.7506280e+00 -5.5209064e+00 -5.8543601e+00 -2.6664193e+00
 -1.8689119e+00  2.9192502e+00 -4.3925595e+00  1.2053802e+00
 -1.8415041e+00 -1.9042801e+00 -4.4898691e+00  1.0634146e-01
 -4.1744909e+00  3.9028127e+00 -2.0308733e+00 -8.1826264e-01
 -2.7534475e+00  3.5762459e-01 -3.2652783e-01  2.2145908e+00
 -5.7866125e+00  1.9229820e-02 -2.1833081e+00 -2.2470529e+00
 -3.4471989e+00  1.6272777e+00 -6.6275620e-01  3.4735205e+00]",0
40,"[-7.8961487e+02  1.1748885e+02  2.5781996e+00  1.0487502e+00
  1.2021376e+00  1.1516351e+01 -2.8714232e+00  2.0521562e+00
 -2.1312108e-02 -1.6931028e+00 -1.0768134e+01 -2.1130803e+00
 -3.9162283e+00 -4.7318835e+00 -4.8269739e+00 -2.0691671e+00
 -9.7204834e-01  4.0651474e+00 -4.0332360e+00 -2.2255418e-01
 -3.8577418e+00 -2.5881896e+00 -5.2818317e+00 -2.3838344e+00
 -6.4442096e+00  2.0513415e+00 -3.4069469e+00 -2.1480317e+00
 -2.2747614e+00  1.3841972e+00 -2.5473782e-01  2.6604381e+00
 -4.5337176e+00  1.2191266e+00 -1.2127402e+00 -1.4531451e+00
 -1.5190299e+00  2.7145443e+00 -1.4626213e+00  3.1534357e+00]",0
41,"[-7.8501538e+02  1.1962100e+02  2.8273280e+00  2.0581069e+00
  3.7525487e-01  8.3506269e+00 -4.0042505e+00  3.6576114e+00
  5.2308398e-01 -2.1791910e-01 -1.0151868e+01 -3.7035172e+00
 -5.9872985e+00 -5.6742821e+00 -5.0903339e+00 -1.7591989e+00
 -1.1924174e-02  5.1722403e+00 -2.1935711e+00  1.7523535e+00
 -2.1805787e+00 -1.1354384e+00 -3.8075383e+00  4.1266277e-01
 -5.3731174e+00  2.3676803e+00 -2.6824927e+00 -9.6022439e-01
 -2.5543182e+00  1.1736326e+00 -4.2599326e-01  1.5835135e+00
 -5.8929920e+00 -2.4335751e-01 -1.9459176e+00 -1.8442037e+00
 -2.6536138e+00  1.4601923e+00 -1.2898983e+00  3.3927710e+00]",0
42,"[-7.9149561e+02  1.1430083e+02  1.5644424e+00  1.2139769e+00
 -9.3763244e-01  8.8147583e+00 -5.2642317e+00  1.8228816e+00
 -6.5811700e-01 -2.4698672e+00 -9.4382257e+00 -2.3285530e+00
 -5.5919561e+00 -4.4369974e+00 -5.3412032e+00 -1.7482440e+00
 -1.0106796e+00  1.5705167e+00 -4.9613152e+00 -1.2001511e+00
 -3.0585587e+00 -4.6470305e-01 -3.1074488e+00  1.5992074e+00
 -2.7135653e+00  2.8916211e+00 -3.0191009e+00 -2.4775221e+00
 -4.5176487e+00  1.4947215e+00  7.2750241e-01  3.6086037e+00
 -3.4350736e+00  4.8985869e-02 -1.5182198e+00 -9.5162445e-01
 -2.2621758e+00  2.3718431e+00 -2.2613091e+00  2.4700205e+00]",0
43,"[-7.86274536e+02  1.18993645e+02  2.98932123e+00  1.89685583e+00
 -1.04227793e+00  7.78299189e+00 -7.11581182e+00 -2.26550198e+00
 -3.90101361e+00 -3.94069409e+00 -1.07851229e+01 -8.92735302e-01
 -1.88655603e+00 -3.79833150e+00 -4.71613836e+00 -1.97193277e+00
 -5.42447865e-01  3.10946226e+00 -4.92009068e+00 -3.05043668e-01
 -4.44256830e+00 -2.17215657e+00 -4.00568104e+00 -5.55579662e-01
 -3.13544011e+00  4.33773708e+00 -9.51773465e-01  7.74672568e-01
 -1.90919864e+00  2.83189565e-01 -1.13781452e+00  4.88738745e-01
 -5.58681011e+00  2.30722323e-01 -2.41817164e+00 -3.02067542e+00
 -3.03197646e+00  2.67187047e+00 -1.23252046e+00  3.02963114e+00]",0
44,"[-7.8836969e+02  1.1745658e+02  2.9862502e+00  3.7402136e+00
  1.0106299e+00  9.0190983e+00 -2.6056376e+00  2.9446900e+00
 -1.5969487e-01  1.0238434e+00 -9.6777039e+00 -1.4676425e+00
 -4.1771326e+00 -5.1233616e+00 -4.9698415e+00 -3.8177774e+00
 -2.3805468e+00  4.0927610e+00 -3.6347554e+00 -6.4378135e-02
 -2.8896077e+00 -1.3938378e+00 -3.5649776e+00  1.9764166e-01
 -4.3764472e+00  2.7284663e+00 -3.6892200e+00 -2.1915910e+00
 -3.2954595e+00  3.8088393e-01 -1.0578388e+00  2.2040846e+00
 -5.3903899e+00  2.4512102e-01 -1.3863338e+00 -2.5515592e+00
 -3.7519569e+00  5.6894583e-01 -3.0249717e+00  2.1776338e+00]",0
45,"[-7.9142212e+02  1.1326315e+02  1.1612782e+00  1.8053164e+00
  1.0762968e+00  1.1136903e+01 -4.4729323e+00  2.8766541e+00
 -1.6556464e+00 -1.4145632e+00 -9.4008665e+00 -1.6121234e+00
 -2.8670905e+00 -3.8291409e+00 -5.9884372e+00 -3.8764174e+00
 -1.2460098e+00  3.4004769e+00 -3.9775136e+00  7.3444551e-01
 -1.2641327e+00 -1.0347173e-02 -4.5690508e+00  4.9214807e-01
 -4.4870629e+00  1.5273676e+00 -4.4349651e+00 -2.3507092e+00
 -2.5111923e+00  1.4931424e+00 -1.4684055e+00  2.2021234e+00
 -2.2658205e+00  2.6018040e+00 -1.2830691e+00 -6.9776177e-01
 -1.6020447e+00  3.1938396e+00  3.8382414e-01  4.6569285e+00]",0
46,"[-7.94027649e+02  1.13143394e+02  1.28805757e+00  2.06486583e+00
  6.34415820e-02  8.54822254e+00 -2.19944072e+00  2.17854381e+00
 -1.17159688e+00 -2.51046181e+00 -1.21174526e+01 -2.85120916e+00
 -5.27103472e+00 -6.36831427e+00 -5.27321672e+00 -3.42325640e+00
 -2.02181149e+00  3.99013257e+00 -4.47473383e+00  9.88054097e-01
 -1.89701986e+00 -2.03684235e+00 -4.04997110e+00 -2.90464647e-02
 -5.42139530e+00  3.55373931e+00 -2.31810904e+00 -7.22702384e-01
 -1.36586308e+00  1.89194643e+00 -2.44836673e-01  2.18206644e+00
 -5.73813200e+00  6.49465561e-01 -8.76143098e-01 -1.99722397e+00
 -2.57877898e+00  2.72037816e+00 -1.05942118e+00  3.13567901e+00]",0
47,"[-8.0028607e+02  1.1050846e+02  5.1593924e+00  4.1630983e+00
  2.5177629e+00  1.2093959e+01 -3.0767879e+00  2.7499001e+00
  9.2641354e-01 -1.5828065e+00 -1.1718266e+01 -2.7252145e+00
 -4.4085598e+00 -4.6255541e+00 -4.4269004e+00 -2.7437270e+00
 -1.7536643e+00  4.1986117e+00 -3.5011671e+00  1.6083255e+00
 -2.4215841e+00 -1.6018158e+00 -3.1754069e+00 -5.2023304e-01
 -5.1790099e+00  3.3738256e+00 -2.6228445e+00 -1.2165738e+00
 -1.7810757e+00  1.7486118e+00 -3.4768879e-01  3.2906592e+00
 -4.0560789e+00  7.2286165e-01 -1.3414404e+00 -1.9337986e+00
 -2.3836107e+00  2.5718164e+00 -1.3400102e+00  4.1380196e+00]",0
48,"[-7.9515393e+02  1.1430936e+02  4.2874699e+00  3.1580880e+00
  2.6605268e+00  1.1726062e+01 -1.9028671e+00  3.3205001e+00
  5.9033647e-02 -1.0578678e+00 -9.5363503e+00 -2.9091051e-01
 -3.0560892e+00 -3.4664524e+00 -3.1856666e+00 -2.2572291e+00
 -1.6710031e+00  4.7330928e+00 -3.9581113e+00  1.0370047e+00
 -1.7476990e+00 -1.6274469e+00 -3.9520509e+00  6.4779323e-01
 -5.3589687e+00  2.4351573e+00 -3.0105031e+00 -1.3901104e+00
 -2.5173676e+00  9.6593362e-01 -3.0389887e-01  2.7630062e+00
 -5.0354052e+00 -1.6634960e-01 -1.8159555e+00 -2.1641312e+00
 -1.6819544e+00  3.2778149e+00 -6.6222268e-01  3.9570191e+00]",0
49,"[-7.6818677e+02  1.1626291e+02  1.2389956e+00  1.0384586e+01
  1.0008711e+00  1.4084866e+01 -3.9855933e+00  5.3125877e+00
  7.4009591e-01 -3.7609407e-01 -1.1835922e+01 -3.3633599e+00
 -6.0292387e+00 -7.5612674e+00 -5.2590909e+00 -4.8370876e+00
 -1.9550257e+00  1.9024874e+00 -6.7195139e+00 -2.5369225e+00
 -4.2868366e+00 -3.5033567e+00 -6.5630612e+00 -2.3665323e+00
 -6.7267637e+00  6.1048669e-01 -4.2818971e+00 -3.6066978e+00
 -3.7269630e+00  6.3673532e-01 -4.6885264e-01  1.3649048e+00
 -4.8405714e+00  1.4300457e+00 -2.2293777e+00 -3.0585134e+00
 -2.1959419e+00  2.9478388e+00 -1.1016243e+00  3.9260881e+00]",0
50,"[-7.52550110e+02  1.14903625e+02 -4.17655563e+00  1.07721777e+01
 -1.01321554e+00  1.40315447e+01 -3.49982214e+00  4.41243649e+00
 -3.80123472e+00 -4.06279594e-01 -6.76054096e+00 -2.57293916e+00
 -3.60072207e+00 -6.13439465e+00 -2.74036098e+00 -2.87021089e+00
  8.80621791e-01  2.04011226e+00 -3.65473080e+00 -1.27968967e-01
 -1.92604497e-01 -1.39298940e+00 -3.86677670e+00 -6.60163105e-01
 -4.65011549e+00  1.05120206e+00 -3.11630535e+00 -3.37156057e+00
 -3.19835401e+00  4.64648664e-01  6.98993802e-02  2.72544146e+00
 -3.53986549e+00 -1.66336775e+00 -2.55953026e+00 -2.64671850e+00
 -1.11262989e+00  2.65019727e+00 -9.30175602e-01  2.21285772e+00]",0
51,"[-7.45552917e+02  1.13310196e+02 -6.34889936e+00  1.35463428e+01
 -7.42377281e+00  1.35387106e+01 -9.04235458e+00  3.34390831e+00
 -1.68977213e+00 -1.47984922e+00 -9.45888710e+00 -3.88315845e+00
 -3.96604228e+00 -3.56090331e+00 -4.17754602e+00 -3.29477310e+00
  2.70256966e-01  1.81886590e+00 -3.60526419e+00  2.36751747e+00
 -3.55212617e+00  1.12876511e+00 -5.59140110e+00 -2.38618898e+00
 -4.24803734e+00  3.20262909e-01 -1.29700422e+00 -1.92156208e+00
 -3.30954337e+00  1.30637205e+00 -2.73474789e+00  3.27732587e+00
 -6.68592453e+00  1.27131498e+00 -1.58020246e+00 -3.02004194e+00
 -1.95526087e+00  9.05560732e-01 -7.71179795e-01  3.14367747e+00]",0
52,"[-7.80887939e+02  1.17194115e+02  6.70399442e-02  5.68940401e+00
 -4.18705177e+00  4.86217308e+00 -2.77195692e+00  1.06948471e+00
 -1.56128442e+00  9.10875678e-01 -9.05751801e+00 -1.53921163e+00
 -3.23584199e+00 -4.49593782e+00 -3.86009908e+00 -2.50361848e+00
 -9.36121106e-01  3.32627892e+00 -6.67854738e+00  2.06243920e+00
  6.23972595e-01 -5.17525256e-01 -3.95175147e+00 -2.59639263e+00
 -9.01793003e+00 -1.32475603e+00 -5.51041698e+00 -1.44552386e+00
 -1.15255189e+00  1.97206151e+00 -1.06764209e+00  9.92672443e-01
 -3.74440479e+00  7.74759948e-01 -3.92398047e+00 -3.11649823e+00
 -3.71518683e+00  1.44103277e+00 -1.46863508e+00  2.45683527e+00]",0
53,"[-7.9523688e+02  1.1065936e+02  2.0762784e+00  3.3812764e+00
  6.0580075e-01  9.7568026e+00 -4.2186112e+00  1.4965739e+00
 -1.6824660e+00 -2.6808403e+00 -1.2787753e+01 -3.6563499e+00
 -5.0172405e+00 -4.9185033e+00 -3.3339360e+00 -1.6491721e+00
  1.9245598e-01  5.3307896e+00 -2.8173590e+00  2.0314367e+00
 -1.3955959e+00 -4.5277202e-01 -4.3454385e+00 -1.5067998e+00
 -7.4965763e+00  8.4901166e-01 -3.0151658e+00 -1.2165501e+00
 -2.3727269e+00  1.2226793e-01 -9.6493536e-01  3.3223214e+00
 -4.8479691e+00  1.0943462e+00 -7.2974700e-01 -1.6491144e+00
 -2.6177027e+00  1.5743494e+00 -1.9768234e+00  3.4321527e+00]",0
54,"[-7.9591974e+02  1.1238691e+02  3.0369930e+00  2.2787614e+00
  1.5867471e+00  1.1343953e+01 -3.3958519e+00  2.3258755e+00
  1.8727012e-03 -1.9700077e+00 -1.1310115e+01 -1.4288130e+00
 -4.6508126e+00 -5.8976564e+00 -4.0151777e+00 -1.9357016e+00
 -6.8689638e-01  4.9068122e+00 -3.1185987e+00  2.5799105e+00
 -6.5942818e-01 -1.2659665e+00 -5.8834724e+00 -2.7739007e+00
 -7.4196229e+00  1.7186152e+00 -3.9922428e+00 -2.7390902e+00
 -2.8535385e+00 -2.6011428e-01 -1.1779916e+00  2.3513479e+00
 -6.1125193e+00 -1.4136299e-01 -2.0335133e+00 -2.7484803e+00
 -2.4979675e+00  2.6807907e+00 -2.1490946e+00  3.2422740e+00]",0
55,"[-7.9922089e+02  1.1341628e+02  7.3045144e+00  5.0116210e+00
  4.0707579e+00  1.3018248e+01 -1.2356169e+00  2.4278533e+00
  1.9994210e-01 -1.6536657e+00 -1.1464740e+01 -1.1172119e+00
 -4.4403253e+00 -6.1723170e+00 -4.7415843e+00 -3.1673009e+00
 -1.8208351e+00  4.8170042e+00 -3.4582422e+00  3.1646416e+00
 -3.4366393e-01 -2.0042801e+00 -4.1348224e+00 -1.9192140e+00
 -7.8982334e+00  1.2872295e+00 -4.7056022e+00 -3.6398623e+00
 -3.2831750e+00 -2.2460753e-01 -1.6416496e+00  2.6752715e+00
 -3.6936660e+00  2.0555539e+00 -1.5197736e+00 -1.9880792e+00
 -1.4588788e+00  3.3013527e+00 -9.2277551e-01  5.0506358e+00]",0
56,"[-7.80187439e+02  1.16464935e+02  1.31118596e+00  4.92792034e+00
  3.57324195e+00  1.25629768e+01 -3.75389791e+00  4.82396221e+00
  1.37636054e+00  1.34852827e+00 -8.30559063e+00 -3.29999900e+00
 -4.01583433e+00 -3.86292529e+00 -4.12480831e+00 -4.57543993e+00
 -2.41278148e+00  3.52053976e+00 -2.82962012e+00 -4.03128296e-01
 -2.53526855e+00 -2.10218406e+00 -6.13072348e+00 -2.29320335e+00
 -5.48112917e+00  8.73805583e-01 -4.87381506e+00 -3.00617146e+00
 -2.70638609e+00  4.30548579e-01 -1.92625058e+00  2.14306593e+00
 -2.20787072e+00  2.53026819e+00 -4.82386917e-01 -1.44546163e+00
 -1.63106334e+00  2.98350930e+00  1.12602913e+00  4.40639544e+00]",0
57,"[-7.9597070e+02  1.1508198e+02  7.4281793e+00  6.4297118e+00
  5.3571758e+00  1.4345574e+01  6.9692618e-01  4.5764337e+00
  2.9104886e+00  2.8660362e+00 -7.3030987e+00  8.2122064e-01
 -2.1161788e+00 -2.9776647e+00 -1.6142998e+00  8.6588681e-01
  1.4886482e+00  7.2351317e+00 -1.4228882e+00  2.9809334e+00
  9.0566343e-03  2.7153823e-01 -2.7086332e+00 -7.1715027e-01
 -6.1477404e+00  3.1690910e+00 -3.2172754e+00 -2.2161603e+00
 -1.7832750e+00  1.1870559e+00 -5.8625585e-01  1.8199285e+00
 -6.1437240e+00  7.0954275e-01 -9.4490385e-01 -1.5277852e+00
 -2.3373051e+00  2.3160346e+00 -5.7860678e-01  4.8473530e+00]",0
58,"[-7.7049768e+02  1.2169293e+02 -5.6609458e-01  4.2934856e+00
 -6.5330416e-01  9.4228811e+00 -7.1493381e-01  1.3589326e+00
 -2.6211081e+00 -2.6172860e+00 -8.8865805e+00 -3.8409388e+00
 -4.5183945e+00 -5.2813654e+00 -4.1125917e+00 -4.8320332e+00
 -1.5387971e+00  2.0388677e+00 -5.8377266e+00 -6.2094724e-01
 -2.3209743e+00 -4.2004027e+00 -3.8541698e+00 -7.9111981e-01
 -4.1014686e+00  1.6408056e+00 -3.0072050e+00 -3.3277409e+00
 -6.5037787e-01  2.8018501e+00 -3.3811840e-01  8.6437517e-01
 -4.0952864e+00  1.5396516e+00  3.1639776e-01 -1.9566300e+00
 -1.4586420e+00  2.6490800e+00  2.2854054e+00  5.4073386e+00]",0
59,"[-7.92910278e+02  1.16450890e+02  4.72152376e+00  3.93458009e+00
  2.94707346e+00  1.11303205e+01 -2.09267545e+00  3.16609764e+00
 -6.25924990e-02 -2.70040464e+00 -1.18041754e+01 -2.17597938e+00
 -5.02056456e+00 -4.65524721e+00 -3.97296000e+00 -3.18917990e+00
 -2.10943985e+00  3.65380502e+00 -4.81808138e+00  1.18360594e-01
 -2.11183667e+00 -2.11306262e+00 -4.40655518e+00 -7.43862569e-01
 -6.20130730e+00  2.69859743e+00 -2.56531072e+00 -7.41228759e-01
 -3.68103296e-01  2.18071890e+00 -5.54329336e-01  2.17833519e+00
 -4.96225834e+00  9.99470592e-01 -5.29259682e-01 -1.01799870e+00
 -2.06209207e+00  2.73981524e+00  8.48915894e-03  5.45309591e+00]",0
60,"[-7.95810608e+02  1.14174095e+02  4.81723404e+00  4.26334620e+00
  2.91855502e+00  1.11577349e+01 -2.73637223e+00  2.95816469e+00
  3.93339917e-02 -1.85438871e+00 -1.19230309e+01 -2.19405150e+00
 -5.03866339e+00 -5.72914219e+00 -4.46482277e+00 -2.66889572e+00
 -1.95311487e+00  2.43028688e+00 -5.40162945e+00  7.59006977e-01
 -1.64044774e+00 -9.26723957e-01 -4.41814613e+00 -2.47033882e+00
 -7.30622053e+00  1.96994627e+00 -3.39635181e+00 -1.28799522e+00
 -1.85908389e+00  1.01485968e+00 -9.38179612e-01  2.10571003e+00
 -4.88809204e+00  1.08498728e+00 -1.09140241e+00 -1.73656964e+00
 -2.07569599e+00  3.52777243e+00 -1.12479003e-02  5.90364885e+00]",0
61,"[-7.9845563e+02  1.1231703e+02  4.1214571e+00  2.1554143e+00
  1.2239501e+00  1.0560848e+01 -2.5190110e+00  1.6523048e+00
 -9.9502230e-01 -2.9320507e+00 -1.2445425e+01 -2.2384350e+00
 -4.9865179e+00 -6.0462151e+00 -4.8245525e+00 -3.2260542e+00
 -2.8437636e+00  3.8206365e+00 -4.2143283e+00  4.8048612e-01
 -2.4148250e+00 -2.6181941e+00 -4.7707791e+00 -2.3980353e+00
 -7.9600320e+00  1.0570302e+00 -3.4618599e+00 -1.8646362e+00
 -2.1351736e+00  1.4524620e+00 -7.9719490e-01  1.6157408e+00
 -5.4115224e+00  1.7230393e+00 -5.3268188e-01 -2.0297122e+00
 -2.0533817e+00  2.4541087e+00 -7.7058434e-01  4.8793654e+00]",0
62,"[-7.9455902e+02  1.1357517e+02  3.0968516e+00  4.1784782e+00
  3.0444639e+00  9.8186417e+00 -3.2982879e+00  2.2842071e+00
 -1.4666729e+00 -2.3842504e+00 -1.2031297e+01 -4.0622263e+00
 -6.6776619e+00 -6.0574136e+00 -4.6451621e+00 -2.9797819e+00
 -1.5367018e+00  4.5694227e+00 -5.6778169e+00 -5.8601892e-01
 -3.3110495e+00 -3.9400525e+00 -6.3451762e+00 -2.0706193e+00
 -6.1370921e+00  2.5347340e+00 -4.0081649e+00 -2.3613942e+00
 -1.9360229e+00  6.6519690e-01 -1.8314366e+00  1.4713138e+00
 -4.8454318e+00  2.1419458e+00 -3.7149566e-01 -1.5262474e+00
 -1.4772481e+00  4.0983338e+00  8.2303637e-01  6.0115972e+00]",0
63,"[-7.88995789e+02  1.14218056e+02  9.87122655e-01  4.66252506e-01
 -7.63288438e-02  1.31382036e+01 -2.76608729e+00  1.74833167e+00
 -1.86177838e+00 -2.52886534e+00 -9.86997509e+00 -2.38034630e+00
 -6.44731045e+00 -6.92394114e+00 -6.45990133e+00 -2.93898034e+00
 -2.38239527e+00  1.89363658e+00 -4.91287088e+00 -2.42290884e-01
 -1.50943184e+00 -1.49239433e+00 -5.61644268e+00 -2.25290465e+00
 -6.07736731e+00  2.38098478e+00 -2.22495270e+00 -1.25261641e+00
 -1.77229822e+00  1.75819576e+00 -1.24823165e+00  1.94215167e+00
 -5.17123604e+00  2.00666380e+00 -6.34547114e-01 -2.00306702e+00
 -2.47684813e+00  1.66262412e+00  5.85147142e-02  5.00388670e+00]",0
64,"[-7.7110608e+02  1.1414458e+02 -3.9251795e-01  4.4128785e+00
 -2.1350656e+00  1.3354526e+01 -5.3976116e+00  3.7719591e+00
 -2.8978417e+00 -1.1041093e+00 -1.0928514e+01 -2.7660506e+00
 -6.9677434e+00 -6.6573057e+00 -3.6557355e+00 -1.9491994e+00
 -8.1733859e-01  1.5293866e+00 -4.9019303e+00 -1.0090665e+00
 -2.6354387e+00 -2.4333701e+00 -3.9147813e+00 -8.6183703e-01
 -6.8272829e+00  2.1771369e+00 -4.0500612e+00 -1.9050122e+00
 -1.9562196e+00  7.7668649e-01 -1.0036680e+00  1.9724988e+00
 -4.1583252e+00  1.4848257e+00 -1.3486035e+00 -1.8704808e+00
 -3.2124140e+00  1.4380350e+00 -1.7573911e+00  4.8066282e+00]",0
65,"[-7.81118652e+02  1.12329834e+02  1.26548076e+00  4.95910025e+00
 -3.66203332e+00  9.31740284e+00 -6.24467373e+00  2.66692662e+00
 -8.76958370e-01 -1.65716398e+00 -1.17134762e+01 -3.52445269e+00
 -4.81847048e+00 -4.85480356e+00 -3.05969167e+00 -1.13945723e+00
  9.94204819e-01  4.31601095e+00 -5.17587233e+00 -4.23196942e-01
 -1.83952713e+00 -1.45082700e+00 -3.95520902e+00 -6.61562443e-01
 -5.88860321e+00  1.78154075e+00 -3.67109489e+00 -6.25787020e-01
 -1.03358018e+00  6.94033921e-01 -2.34911394e+00  1.90023196e+00
 -4.33860350e+00  1.14968240e+00 -1.46066356e+00 -2.27741599e+00
 -2.71207833e+00  1.80435765e+00 -1.50101089e+00  3.70102501e+00]",0
66,"[-7.9642133e+02  1.1202782e+02  3.9434764e+00  4.1376486e+00
  2.4678445e+00  1.1711432e+01 -1.1765447e+00  3.6511216e+00
  1.4164634e+00 -6.6155094e-01 -1.0410760e+01 -1.2235326e+00
 -3.2990520e+00 -4.3078837e+00 -3.9244900e+00 -1.5026743e+00
 -6.3060462e-01  4.2436981e+00 -3.3261638e+00  1.9451760e+00
 -8.6295277e-01  4.7657862e-02 -2.5900414e+00 -3.4068784e-01
 -4.8532362e+00  4.5566673e+00 -2.0776238e+00 -1.8954084e+00
 -2.4747803e+00  7.6081437e-01 -1.2453394e+00  2.4508448e+00
 -5.0155606e+00 -1.0703640e-02 -1.1417801e+00 -9.7250497e-01
 -1.8040012e+00  2.3672607e+00 -2.3177943e+00  2.5531411e+00]",0
67,"[-7.9528223e+02  1.1401582e+02  3.0394940e+00  1.2293104e+00
  3.5768800e+00  1.3098979e+01 -3.2525346e+00  3.6297338e+00
  1.2615806e+00  2.4028721e-01 -9.8838987e+00 -2.5509331e+00
 -3.8946297e+00 -4.1402049e+00 -5.2807860e+00 -3.2432427e+00
 -1.6997201e+00  4.0078182e+00 -3.3402956e+00  1.9846318e+00
 -9.3836226e-02  1.0985672e+00 -4.6106467e+00 -2.5844815e+00
 -6.3035655e+00  1.5592818e+00 -4.7899542e+00 -2.8174701e+00
 -3.4391434e+00  1.0173650e+00 -1.1278017e+00  2.2814679e+00
 -2.9376705e+00  1.6466366e+00 -2.2224269e+00 -1.1193625e+00
  3.7684518e-01  4.5506096e+00  5.1837778e-01  4.5578861e+00]",0
